"","Date","NZU","EUA","KAU","CEA","HBEA","ACCU","UKA","WCA","CCA"
"4013",2022-07-29,49.3754999077093,78.21,21.7820741041183,8.43685450789864,6.88621883455037,19.1439901545194,93.3277731442869,NA,28.2344881581523
"4014",2022-08-01,49.5587236931432,80.22,21.6183980021618,8.44486659183145,6.8718878623032,19.1767687144716,94.0769047050394,NA,28.7398888997174
"4015",2022-08-02,49.4427683024444,81.59,20.620875824835,8.33163843449458,6.86288752651306,18.8891157851746,94.8168542015801,NA,29.4470680834317
"4016",2022-08-03,49.5034236012584,83.63,21.8186195585115,8.39624432340873,6.68195026502928,18.9691708250735,96.2237093690249,NA,30.1751279024006
"4017",2022-08-04,49.2095712616104,83.82,21.1335686503743,8.33067717539335,6.56892005447539,18.8814043682384,95.3800475059383,NA,29.4152103875818
"4018",2022-08-05,49.0286204571919,84.38,21.1191648878799,8.5271995801994,6.45589178473558,18.8467807660962,96.4073986246147,NA,29.8104311953639
"4019",2022-08-08,49.2258343100364,83.44,21.1411701637686,8.5591597516393,6.36424302210874,19.0185730930025,96.4565062811093,NA,30.4953408533595
"4020",2022-08-09,49.1778037814867,85.56,20.9567368973532,8.52987193602596,6.41189082691082,18.74829560949,97.3136094674556,NA,31.5835863284693
"4021",2022-08-10,49.6828752642706,85.53,20.885422125073,8.3389645306457,6.28441620059523,18.915944421516,97.6738666033705,NA,31.3392250169952
"4022",2022-08-11,49.9126528574994,87.16,20.0518377137934,8.32735104091888,6.20818377602297,18.9315709761806,100.319413226074,NA,31.578947368421
"4023",2022-08-12,50.5161777665869,88.5,20.3763634184346,8.39606253618993,6.44614939200926,19.0905935439084,102.721571411667,NA,31.3316435952427
"4024",2022-08-15,50.2756546798647,90.4,NA,8.40640626132329,6.69323864048119,19.0087785995714,106.753709198813,NA,31.3484251968504
"4025",2022-08-16,50.3648724505707,91.67,20.475051187628,8.39630562552477,6.7633689452503,17.9520817510184,110.323501427212,NA,30.5899705014749
"4026",2022-08-17,51.5177690029615,95.4,20.4699114713683,8.41738625644003,6.76873956897177,18.0616139585605,111.745204830689,NA,30.6090373280943
"4027",2022-08-18,51.7519379844961,95.63,20.4703702596898,8.44078353756149,6.78027767267224,19.1978059650326,112.099349497339,NA,31.1459159397304
"4028",2022-08-19,52.39879599484,97.58,20.6693280602918,8.47482392822701,6.84561208685233,19.1793958490308,115.176151761518,NA,31.0942794498704
"4029",2022-08-22,53.0397022332506,91.75,20.7412953949832,8.52364576903859,6.94236251947212,19.3704600484261,112.42449366339,NA,31.1839855145358
"4030",2022-08-23,53.3175355450237,88.93,20.3034276081663,8.61424867050499,6.94267422610938,19.4647201946472,110.615055806222,NA,30.8819103040032
"4031",2022-08-24,53.4638086362224,88.84,20.2857976959526,8.54843429909277,6.96224758560141,19.7614755235058,110.31623830392,NA,28.8509784244857
"4032",2022-08-25,53.4832864729772,88.94,20.3716510809754,8.57318717392579,6.98165191394572,19.84321411073,113.111058376839,NA,28.4539803489072
"4033",2022-08-26,52.7676867187981,89.93,20.4252644809888,8.5167714884696,6.83379920801304,19.8906876989069,114.659439076125,NA,28.3606063648228
"4034",2022-08-29,53.0592145758956,86.24,20.2981523476709,8.477277996754,6.97165546023649,19.8453786153103,113.961115015226,NA,27.983991995998
"4035",2022-08-30,53.0196414367007,80.33,20.4604148321358,8.37557221042903,6.7697728487054,19.5071868583162,107.82213944826,NA,27.4071114662405
"4036",2022-08-31,52.8111104343059,79.6,20.5733858232691,8.37242872609166,6.79321544568748,19.3996324280172,112.255752110071,NA,26.9662921348315
"4037",2022-09-01,53.0659656416213,80.32,20.471284573107,8.45271579929172,6.91956803707536,19.4565811032223,112.618992338054,NA,27.0615446500402
"4038",2022-09-02,53.415920520054,77.44,20.3029945071171,8.3881697881264,6.86528310073035,19.678302532512,110.693641618497,NA,27.7660536629484
"4039",2022-09-05,53.4836569181617,74.04,19.8618498002781,8.51032877509456,6.88100087285423,19.6850393700787,106.993736951983,NA,27.9065081603869
"4040",2022-09-06,53.1434843588024,69.57,19.8722602312808,8.5635880533736,6.78640396091357,19.5551625629166,101.349307898104,NA,27.974146637043
"4041",2022-09-07,53.0119018702939,68.71,19.6788927536653,8.51914967361793,6.82369591589163,19.7902571041949,92.2402859448864,NA,27.4727472747275
"4042",2022-09-08,51.7993456924755,66.93,19.5829057852673,8.44838541967535,6.7442666512622,19.7621782312006,87.9719152854512,NA,27.0962577546528
"4043",2022-09-09,52.1416403017766,65.72,NA,8.34796626270186,6.8251820720228,19.9277830767134,88.5028281195891,NA,27.1242155593187
"4044",2022-09-12,51.8558951965066,71.45,NA,NA,NA,19.9047294998299,92.1957977372431,NA,27.3742464670422
"4045",2022-09-13,51.1339710040306,69.35,19.4933176044079,8.36964991774654,6.67407428785824,19.9162840939779,91.0652524786719,NA,27.6028084252758
"4046",2022-09-14,50.5323948745714,72.15,19.4813145025963,8.41061030838904,6.86650851843865,20.2136289886425,91.6608836456165,NA,27.9142026661321
"4047",2022-09-15,50.1462599247806,71.46,19.307642250842,8.30374527545527,6.77614248081549,20.3028678638435,88.8532110091743,NA,28.1928192819282
"4048",2022-09-16,49.7095286578427,72.87,19.396474023867,8.29851771304298,6.80764608252733,20.3273849456595,87.3289233576642,NA,27.90813779331
"4049",2022-09-19,49.4201605709188,70.71,18.2699210337401,8.27767311754296,6.66780841468288,20.3369353647896,85.4306902452938,NA,27.5793254839353
"4050",2022-09-20,48.9152923095111,70.74,17.2888242158798,8.27991834287427,6.74242316093021,20.2979265919613,84.3835616438356,NA,27.432296890672
"4051",2022-09-21,49.232508329367,69.39,16.8770232422799,8.33369254421886,6.77040677040677,21.063629010515,85.6340932523771,NA,27.5388838060384
"4052",2022-09-22,48.602853745541,70.05,16.2243597172326,8.34916796222721,6.76858409627454,NA,86.741470116785,NA,27.4603497356649
"4053",2022-09-23,48.5868341529893,65.4,16.155030204461,8.2960482637185,6.80945645584967,21.0522770142819,82.9467787114846,NA,26.8833849329205
"4054",2022-09-26,48.042495744556,69.97,16.7396905340689,8.36302814340775,6.77768889535307,21.0013440860215,84.1619397174953,NA,27.1705184259838
"4055",2022-09-27,47.5910693301998,67.61,17.6306202174199,8.34373276837798,6.95794758684738,20.7955993828403,84.6704710753049,NA,27.1580483736447
"4056",2022-09-28,47.06712949344,64.8,18.0298429961272,8.29103702849233,6.88949129080632,20.7746950810883,84.192862736324,NA,27.0597904253133
"4057",2022-09-29,46.0748862708503,65.4,17.8121036806931,8.26458159657343,6.94512317819875,20.3669360180156,84.9003171726325,NA,26.9411045445282
"4058",2022-09-30,44.5256307797694,66.41,19.4894473501439,8.25497092814586,6.91407651999139,20.0796656654042,85.4945305378304,NA,27.2884988264109
"4059",2022-10-03,45.4439524586343,65.58,NA,NA,NA,20.3966569381799,85.3273397879207,NA,27.8094462540717
"4060",2022-10-04,44.794536271809,66.65,18.1867074275362,NA,NA,19.6952926622827,84.6030104561645,NA,27.5969147550836
"4061",2022-10-05,45.3859547301219,66.82,18.1559553678011,NA,NA,19.8725528839837,83.4766655200092,NA,27.5349119611415
"4062",2022-10-06,47.6795931341386,68.72,18.2757020190299,NA,NA,19.6386488609584,84.1163055872292,NA,28.402125051083
"4063",2022-10-07,47.7507056045159,69.6,18.2760996482576,NA,NA,19.6232339089482,84.9658314350797,NA,28.5288984703829
"4064",2022-10-10,47.2013318789827,66.54,NA,8.30181051658918,7.01394704166787,19.4893782888326,81.7643036243446,NA,28.7731958762887
"4065",2022-10-11,46.4454158518348,66.12,17.7837296873088,8.37736932797243,7.05341757610569,19.3936259616006,79.6541200406918,NA,29.1456250644131
"4066",2022-10-12,46.4793617759279,66.49,16.6385740018664,8.33477036270621,7.02851066275795,19.2469431325613,82.20823798627,NA,29.2353668590272
"4067",2022-10-13,46.5129682997118,68.61,16.6607079013228,8.25011785882655,7.05010071572451,19.1725204614294,84.5315398886827,NA,29.2131382380027
"4068",2022-10-14,46.3466269954798,67.79,16.9290551158605,8.28015475323711,7.0438419918055,18.98411077787,81.6958122411413,NA,29.169667661282
"4069",2022-10-17,46.3705060682391,67.29,16.5477078228756,8.28962662659825,7.00535820599325,19.0180911589848,81.0529961898164,NA,28.7660093514942
"4070",2022-10-18,46.5605719886986,67.55,16.2351533794753,8.20019793581224,7.0832744238654,18.8872527050387,80.6410845588235,NA,28.4815265935851
"4071",2022-10-19,46.8167837037897,67.07,15.5489935949558,8.27826283838284,7.07968358639818,18.7668420377262,78.886337543054,NA,28.4413059052298
"4072",2022-10-20,46.9911710037175,66.65,16.0810772177592,8.12348258144656,7.05070295296708,18.7740693196406,78.8706530471709,NA,28.3655320453849
"4073",2022-10-21,47.3773265651438,68.51,14.8758804817087,8.28481989829884,7.10066714825989,19.1585760517799,79.763815638615,NA,28.3874239350913
"4074",2022-10-24,46.836246178693,72.11,15.3880667120013,8.09005063255827,7.04531823190549,18.9282516945901,82.3334476059879,NA,28.6104922017419
"4075",2022-10-25,46.9192123347,76.87,14.9812207233187,8.10292229753047,6.9709978879947,18.9999358110277,87.4726540011514,NA,28.4524287434765
"4076",2022-10-26,47.4729346378741,75.54,14.9992974567936,8.0375826277352,6.94973739277449,19.3423597678917,87.68893504096,NA,28.2723032648606
"4077",2022-10-27,48.28797190518,79.92,15.0088640585381,8.09498111171074,6.85513443203675,19.4300518134715,90.4922219642443,NA,29.0704677775547
"4078",2022-10-28,49.4515112615241,80.91,15.1440271109856,8.04605673857252,6.87799126031768,19.3050193050193,91.3606155998601,NA,29.3485897821941
"4079",2022-10-31,50,79.68,14.9735656246674,8.04081406310653,6.97332667886652,19.2706309107397,90.0916579649611,NA,30.1932611555196
"4080",2022-11-01,50.0414054181947,76.45,15.2264668877959,8.06765704111723,6.9117565236744,19.2718792511498,86.841799372312,NA,29.7549118898116
"4081",2022-11-02,50.1007944978062,76.46,15.2170777441223,8.06171380915977,7.008131211342,19.2419636504754,85.4954745880715,NA,29.4387287358664
"4082",2022-11-03,50.3554502369668,76.04,14.98289213038,8.13623993491008,6.96349914429201,19.1885964912281,83.8942307692308,NA,29.2175161521895
"4083",2022-11-04,50.6736616191725,76.13,14.3094270505409,8.15683627260709,7.06269513121256,19.3332466857291,84.2165372316126,NA,28.3433734939759
"4084",2022-11-07,51.2835714709195,77.26,14.3359926599718,8.04766523486213,6.92670084522655,19.2369867442612,85.7356321839081,NA,27.9868250324384
"4085",2022-11-08,51.5171230851127,75.92,14.0801340139935,7.9704156681266,6.77905407266617,19.2158635835163,84.6991404011461,NA,27.9884829229547
"4086",2022-11-09,51.8305224187577,72.61,14.2047524002389,7.97788200987607,6.89261495715327,19.2740122068744,82.1152973218339,NA,27.9992008790331
"4087",2022-11-10,52.0476808686416,72.87,14.0793961825967,7.94389963293705,6.74820577439325,20.4319906596614,81.3454253243026,NA,27.3608934169279
"4088",2022-11-11,51.9472844394539,75.65,14.081607141544,7.92978042711438,6.71980531021848,20.4081632653061,82.0292839167239,NA,26.9030139103555
"4089",2022-11-14,52.2493800921006,75.05,14.1195405662448,7.92989572056949,6.7637748879784,20.4412719013628,79.9840601161334,NA,26.8280871670702
"4090",2022-11-15,52.4883914751756,76.47,14.0614444738156,7.85529856965259,6.7255017145043,20.8918195469087,79.598623853211,NA,26.7491302667182
"4091",2022-11-16,52.2065783246569,73.25,13.6784133040567,7.84846221739426,6.72143390589993,20.7616946733277,77.7064220183486,NA,26.9822940723634
"4092",2022-11-17,52.2767593140154,72.24,13.4077168060159,7.81144417114901,6.60188663945725,20.6571557678652,76.8315018315018,NA,27.046332046332
"4093",2022-11-18,52.5296466241583,72.31,13.2309560992539,7.80910473707084,6.6017492394611,20.6838601253959,76.6351911561492,NA,26.8306857807052
"4094",2022-11-21,52.4215166497885,74.45,12.786805166444,7.87380122057541,6.62870531822145,20.639834881321,78.2869675631998,NA,26.9407284444878
"4095",2022-11-22,52.5844039438303,73.75,12.1277359167564,7.87916791624635,6.67275552768614,20.6518231687641,77.3597969074544,NA,26.8103280916327
"4096",2022-11-23,52.8166897132207,75.7,12.2332081228502,7.82673233924836,6.61088995344444,20.7227043129128,78.8356720398933,NA,25.8489658489658
"4097",2022-11-24,52.0739269158991,78.1,11.4786865775409,7.79423226812159,6.58209476711372,20.7927225471085,81.2434509256025,NA,25.8166794773251
"4098",2022-11-25,51.7717717717718,78.7,11.9666375911014,7.76902604908734,6.55662786634049,20.7576543850545,80.5652477320307,NA,25.7720057720058
"4099",2022-11-28,51.2881679389313,78.68,11.9142176330421,7.70707771081124,6.50301349405302,20.5867215645908,79.4842141783277,NA,25.0556254232369
"4100",2022-11-29,50.5193011946929,81.25,11.8360488054358,7.79458963778083,6.6334924616339,20.7213624295797,79.9352001851423,NA,25.0992543817178
"4101",2022-11-30,50.5111608493134,84.55,11.850528289906,7.84977345924996,6.59288170751679,20.8768267223382,82.6802689543241,NA,25.3243632868813
"4102",2022-12-01,49.909200968523,85.08,11.6591732188791,7.805102399697,6.1642723804886,21.0396840810513,87.5189195482594,NA,25.6130013305455
"4103",2022-12-02,49.2640797956453,87.58,11.6617436317375,7.82693638324718,6.29519584299999,20.9596285308913,92.3381924198251,NA,25.5930916682482
"4104",2022-12-05,48.76286797905,87.22,11.4632846326273,7.77987060846777,6.24300494090028,20.7508619588814,92.7492447129909,34.3151272519302,25.8316652368697
"4105",2022-12-06,49.4959859962576,87.64,11.2181458937967,7.82487762976699,6.17782201437083,20.7827087862898,91.8125942247478,34.3872385137071,25.9528130671506
"4106",2022-12-07,49.9032180014517,88.02,11.0808540224224,7.83639613091584,5.87593282309445,21.1213517665131,90.5193447194144,34.26939552594,26.0257020466445
"4107",2022-12-08,49.8609935936178,88.62,10.7632164378433,7.83464137780685,5.83714846304774,21.1674150096216,88.2230207488119,34.1038272072755,25.8336491095112
"4108",2022-12-09,50.6725911497961,87.76,11.070809480109,7.79013222598623,5.9365096710742,21.302691885611,86.924150767799,34.1880341880342,26.3057929724596
"4109",2022-12-12,50.5671134833505,90.1,10.9014796941772,7.71728644991236,6.0664936617709,21.2895377128954,86.8739808991381,34.171808258187,26.5495965828192
"4110",2022-12-13,50.468198954153,88.59,10.9461086583719,7.65948801300284,6.38358390898009,21.5975759138676,84.3935341318758,35.277516462841,26.3123236124177
"4111",2022-12-14,50.480623904238,86.56,10.6954190364006,7.47388195861659,6.38861483153357,21.7251574752539,81.5103560623691,38.3823254072271,26.3621044748174
"4112",2022-12-15,51.3800932010993,85.5,10.4921309018236,7.68660238689232,6.43651810397141,21.2853178607467,80.9283667621776,36.7024280067758,26.6892527762093
"4113",2022-12-16,46.6783111485876,83.8,10.4641764332313,7.69739773939582,6.49147209355714,21.3135459425324,81.3467936216588,37.3275373275373,26.7340767340767
"4114",2022-12-19,46.3205282112845,84.11,10.1447805104274,7.43142818538035,6.55181732198352,21.3243192013648,79.2186962996907,37.2465818010372,26.7043847241867
"4115",2022-12-20,46.0031067033098,86.95,9.68146512838943,7.55470415238918,6.53751720044249,21.2144069394682,84.9065259777497,37.1904717069956,26.8053855569155
"4116",2022-12-21,45.4410454410454,84.63,9.51081947874811,7.55704897237629,6.5139063195822,21.3499493927125,83.1091862320492,37.7251721210978,26.8508912571914
"4117",2022-12-22,44.827179426684,85.99,9.35515227702945,7.63926446727961,6.27095727420227,21.2477965248048,85.1881323178356,37.7607854243368,26.9517605966204
"4118",2022-12-23,45.6091490874615,86.09,10.3084433514222,7.61496576634859,6.36692004959836,21.3526508920663,86.5236148955495,37.6860749952892,26.8984360278877
"4119",2022-12-26,NA,NA,10.3336285798642,7.61711345789331,6.34037367993501,NA,NA,37.6116596144805,NA
"4120",2022-12-27,NA,85.02,11.0870481103974,7.6005076005076,6.42195642195642,NA,86.1909070346075,37.6010528294792,29.0092122579432
"4121",2022-12-28,46.0179622910843,82.8,12.1291906723565,7.52811258501111,6.5221197225776,21.4312928625857,83.1389423621334,37.7073906485671,28.327677224736
"4122",2022-12-29,45.825150270785,81.29,11.9030791777948,7.41879788496817,6.504262436603,21.4571810032424,81.9024997172266,40.3339273989307,28.4213488415721
"4123",2022-12-30,45.6783532063831,80.76,NA,7.47546687688586,6.56889662108897,21.4886030816249,82.824513794663,40.1794057185573,28.3591851990282
"4124",2023-01-02,45.3450424256809,83.3,12.4164843611423,NA,NA,NA,82.7683615819209,40.3301444381917,NA
"4125",2023-01-03,45.2671484421277,80.57,11.5980909468192,7.52919273364454,6.61063122013991,21.532474161031,80.2746566791511,40.7737530817372,28.1623364308743
"4126",2023-01-04,45.119924008549,74.98,10.8380161976379,7.53496910662666,6.57871302727659,21.7699800038702,76.2792813281783,40.5698650816115,27.7384658930088
"4127",2023-01-05,44.404973357016,76.03,9.92152299107809,7.59563596188372,6.6427289048474,21.6609973685899,76.1516694963215,40.8745247148289,27.9467680608365
"4128",2023-01-06,44.6215377268386,74.58,9.85587192612968,7.72467066694255,6.54665839023381,21.8093699515347,77.1363636363636,40.3983464862834,27.7621195039459
"4129",2023-01-09,44.4015444015444,78.59,10.0037608123355,7.69992300076999,6.63843361566384,21.7433320448396,78.7782445781764,40.0820283370619,27.2557792692021
"4130",2023-01-10,43.1853258933872,77.65,9.91087718771352,7.70373631211137,6.61420789082705,22.1594193589826,77.3499433748584,40.0596236258618,27.790199366499
"4131",2023-01-11,43.0473372781065,76.1,10.8507756433762,7.64367027842546,6.52448223837608,22.4719101123595,75.4772393538913,39.9814039981404,27.8196187819619
"4132",2023-01-12,43.0323037019571,77.32,11.605415860735,7.63358778625954,6.52224743827797,22.4791265253693,75.8360544983673,39.6459524248571,NA
"4133",2023-01-13,43.1644077784325,76.97,11.8309186316442,7.64599721713254,6.63479686445231,22.866344605475,75.8667419536985,39.7118581455486,28.0014776505356
"4134",2023-01-16,43.3474876150035,74.7,10.9462146202706,7.65175126659619,6.51627696236596,22.879177377892,74.0644724977457,39.7559171597633,NA
"4135",2023-01-17,43.9144932714065,76.74,11.4245902130592,7.61942522763939,6.43405977413798,23.4901503369622,76.2588288904078,39.8591027067112,28.3648498331479
